source;translation;type;module;status;customer
"is lower or equal";"este mai mica sau egala ";S;;T;N
"is";"este";S;;T;N
"is in";"este in";S;;T;N
"Template";"Format";S;;T;N
"Unable to save template '%s'";"Nu pot salva sablonul %s";S;;T;N
"Template '%s' saved";"Format s ""%"" salvat";S;;T;N
"Filter does not exist";"Filtrul nu exista";S;;T;N
"Filter saved";"Filtru salvat";S;;T;N
"Filter added";"Filtru adaugat";S;;T;N
"Field";"Camp";S;;T;N
"Code";"Cod";B;;T;N
"New field";"Domeniu nou";S;;T;N
"Can not create field";"Nu pot sa creez domeniul";S;;T;N
"Failed to delete %s row(s)";"Nu a reusit sa stearga randurile";S;merchant;T;N
"%s row(s) successfully deleted";"Liniile %s au fost sterse cu succes";S;merchant;T;N
"Active view changed";"Vederea schimbat";S;;T;N
"Error while changing active view";"Eroare in timp ce schimba vederea";S;;T;N
"View does not exist";"Perspectiva nu exista";S;;T;N
"Default view can not be modified";"Ecranul predefinit nu poate fi modificat";S;;T;N
"Error while saving view ";"Eroare la salvarea perspectivei";S;;T;N
"Default view can not be deleted";"Ecranul predefinit nu poate fi sters";S;;T;N
"Error while deltting view";"Eroare la stergerea perspectivei";S;;T;N
"View deleted";"Perspectiva stearsa";S;;T;N
"View %s saved";"Perspectivele salvate";S;;T;N
"Recommended";"Recomandat";S;;T;N
"Current";"Curent";S;;T;N
"Choose Language";"Alege Limba";S;;T;N
"Note: If you need multilanguage support, you can add additional languages once application will be installed.";"Nota: Daca aveti nevoie de suport multilingual, puteti adauga alte limbi cand aplicatia va fi instalata.";S;;T;N
"Advanced Functionality";"Functionalitate avansata";B;affiliate;T;N
"Selected theme";"Tema selectata";S;;T;N
"Other themes";"Alte teme";S;;T;N
"No data or nothing matches your search";"Nu exista date sau nimic nu se potriveste cautarii dumneavoastra";S;;T;N
"Real list should look like this:";"Lista reala ar trebui sa arate astfel:";S;;T;N
"Affiliate Link Protector/Cloaker";"Link-urile de afiliere Protectie/Acoperire";B;affiliate;T;N
"AffLinkProtectorInnerDescription";"Va puteti proteja dvs. de afiliat link-uri cu ajutorul nostru Link protector / Cloaker

De exemplu, in loc de link-ul afiliat standard: http://www.merchantsite.com/?a_aid=12345

Tu ar trebui sa utiliztti: http://www.yourdomain.com/myredir.html ";S;affiliate;T;N
"Generate Cloaked File";"Fisier generat de acoperire";S;affiliate;T;N
"URL to protect / cloak";"URL-ul pentru a proteja / acoperi";S;affiliate;T;N
"Redirection type";"Tipul redirectionarii";S;affiliate;T;N
"AffLinkProtectorHowToUse";"Pentru a folosi aceasta, urmati acesti pasi: <br/>
1. Tastati URL-ul care vreti sa fie protejat <br/>
2. Selectati tipul redirectionarii <br/>
3. Apasati ""Generate"" <br/> <br/>
Odata creat, vi se va cere sa descarcati o pagina web. Salvati aceasta pagina in computer.
Dupa ce este salvat, sa le incarcati in propriul dvs. site.
Acum, in loc de a folosi codul dvs. de afiliat normal, puteti trimite pagina web afiliata, si nimeni nu putea distruge ID-ul afiliat ";S;affiliate;T;N
"Target: ";"tinta:";S;affiliate;T;N
"Custom";"Obicei";S;;T;N
"You can contact us directly using this contact form";"Ne puteti contacta direct folosind acest formular de contact";S;affiliate;T;N
"Direct Linking";"Conectarea directa";S;affiliate;T;N
"DirectLinkingDescription";"Conectarea directa este o caracteristica puternica, care va permite sa dati link catre pagina de destinatie, fara nici un parametru suplimentar in adresa URL-ului. Puteti configura adresele URL DirectLink aici.";S;affiliate;T;N
"Pattern";"Model";S;affiliate;T;N
"Real url";"Real url";S;affiliate;N;N
"Copy and paste the code below to display login form on your web page";"Copiati codul de mai jos pentru a vi se afisa formularul de logare pe pagina dvs. de web";S;;T;N
"Form preview";"Formular de previzualizare";S;;T;N
"Copy and paste the code below to display join form on your web page";"Copiati codul de mai jos pentru a vi se afisa formularul de alaturare pe pagina dvs. de web";S;affiliate;T;N
"Email notifications";"Notificarile e-mail-ului";B;affiliate;T;N
"Set up which email notifications you want to receive";"Configureaza care dintre notificarile de e-mail vreti sa le primiti";S;affiliate;T;N
"FinancialOverview";"Prezentare financiara";S;affiliate;T;N
"FinancialOverviewDescription";"";S;affiliate;N;N
"You have";"Aveti";B;;T;N
"approved unpaid commissions";"aprobat comisioane neplatite";S;affiliate;T;N
"and";"si";S;affiliate;T;N
"commissions waiting for approval by merchant";"comisioane de asteptare pentru aprobarea de catre comerciant";S;affiliate;T;N
"Remember me";"Tine-ma minte";S;affiliate;T;N
"History of payouts to me";"Istoria platilor pentru mine";S;affiliate;T;N
"Your total balance: ";"Echilibrul dumneavoastra total";S;affiliate;T;N
"Pending commissions: ";"comisioane in asteptare";S;affiliate;T;N
"Payout method and data";"Metoda de plata si data";S;;T;N
"Payout balances";"Balanta platilor";S;;T;N
"Personal Info";"Personal Info";S;;N;N
"Counts";"Considerat";S;;T;N
"Impressions";"impresii";B;;T;N
"Sales";"de vanzare";B;;T;N
"SubSignupOverview";"Inregistreaza-te ca afiliat nou";S;affiliate;T;N
"SubSignupOverviewDescription";"Consultati un alt partener direct prin formularul de inscriere nostru folosind link-ul de mai jos";S;affiliate;T;N
"SubSignupDownloadForms";"Descarcati formularul de inscriere";S;affiliate;T;N
"SubSignupDownloadFormsDescription";"Aici puteti descarca codul sursa de inregistrare / formular de autentificare pe care le puteti plasa pe pagina dumneavoastra.
Puteti plasa codul sursa de inregistrare pe pagina dvs. pentru a recruta subafiliati noi. Puteti pune, de asemenea, formularul de logare pe pagina dvs., astfel incat subafiliatii vor fi capabili sa se logheze la panoul de afiliere prin intermediul paginii dvs.";S;affiliate;T;N
"SubSignupStats";"SubSignupStats";S;affiliate;N;N
"Number of your direct subaffiliates:";"Numarul de subafiliati directi";S;affiliate;T;N
"Today";"Astazi";B;;T;N
"This week";"In aceasta saptamana";B;;T;N
"This month";"In aceasta luna";B;;T;N
"This year";"In acest an";B;;T;N
"All time";"Tot timpul";B;;T;N
"Data:";"Date:";S;;T;N
"Chart:";"Grafic:";S;;T;N
"Group by:";"Grupa de:";S;;T;N
"Commissions date";"Data comenzii";S;affiliate;T;N
"Link (SubId) Tracking";"Directia Link (SubId) ";B;affiliate;T;N
"Details";"Detalii";B;;T;N
"Invoicing options";"Facturare optiuni";S;;T;N
"Affiliate status";"Statusul afilierii";S;merchant;T;N
"Custom filter";"Traditia filtrului";S;merchant;T;N
"Affiliate statistics (all time)";"Statistica de afiliere (tot timpul)";B;merchant;T;N
"Quick links";"Link-uri rapide";S;merchant;T;N
"Affiliate statistics this month";"Statistica de Afiliere in aceasta luna";B;merchant;T;N
"There were no payouts for this affiliate so far";"Nu au fost facute plati pentru acest afiliat pana acum";S;merchant;T;N
"Once a payment for this affiliate is issued. It will appear here";"Odata ce o plata pentru acest afiliat este eliberata, acesta va aparea aici";S;merchant;T;N
"Optional fields";"Campurile optionale";S;merchant;T;N
"You can set the notifications for new user - before he edits them.";"Puteti seta notificari pentru un utilizator nou - inainte de a le modifica.";B;merchant;T;N
"Breadcrumbs";"Pesmet";B;affiliate;T;N
"Affiliate menu";"Meniul afilierii";S;merchant;T;N
"Header";"HEADER";S;merchant;N;N
"Icon";"Icon";B;merchant;N;N
"Please select content from menu";"Va rugam sa selectati continutul din meniu";S;merchant;T;N
"Signup form";"Formular de inscriere";C;;T;N
"After affiliate signs up, email with password is sent to him an also to merchant.";"Dupa de afiliatul se logheaza, un e-mail cu parola este trimis catre el, deasemenea si comerciant";S;merchant;T;N
"Affiliate sign up email";"E-mail pentru logare pentru afiliat";S;merchant;T;N
"Merchant new affiliate sign up notification email";"E-mailul de notificare catre comerciant pentru un afiliat nou";S;merchant;T;N
"Affiliate signup screen preview";"Ecran de previzualizare pentru inscrierea afiliatului";S;merchant;T;N
"Total (unpaid) commission generated";"Comenzi totale (neplatite) generate";S;merchant;T;N
"Affiliate panel theme";"Tema panoului de afiliere";B;merchant;T;N
"Test link";"Link de test";S;merchant;T;N
"General affiliate link";"Link general de afiliere";B;;T;N
"Banner statistics";"Statistica bannerelor";B;merchant;T;N
"Banner statistics this month";"Statistica de bannere in aceasta luna";B;merchant;T;N
"Banner Destination";"Destinatia bannerelor";S;merchant;T;N
"width";"Latime";B;merchant;T;N
"height";"Inaltime";B;merchant;T;N
"Preview";"Previzualizare";B;;T;N
"Text Link Preview";"Previzualizare pentru Text Link";S;merchant;T;N
"Commission statistics (all time)";"Statisticile comenzilor (tot timpul)";B;merchant;T;N
"Commission statistics for this month";"Statisticile comenzilor pentru aceasta luna";B;merchant;T;N
"Campaign capping description";"Campanie plafonarea descriere";S;merchant;T;N
"Campaign Type";"Campanie de tip";B;merchant;T;N
"Campaign Validity";"Campanie de valabilitate";S;merchant;T;N
"Allowed countries";"Tarile permise";S;merchant;T;N
"Choose countries for this campaign";"Alegeti tarile pentru aceasta campanie";S;merchant;T;N
"Country capping behavior";"Comportament tarilor plafonate";S;merchant;T;N
"Campaign status";"Statusul campaniei";B;;T;N
"Cookies";"Cookie-urile";B;merchant;T;N
"Product ID matching";"ID-ul produsului de potrivire";S;merchant;T;N
"Campaign is ";"Campania este";S;merchant;T;N
"Commission types you want to support";"Tipul de comanda care vreti sa o suportati";S;merchant;T;N
"Specify which types of commissions you want to support. You'll configure the commission amounts in the next step.";"Specificati tipul comenzilor care vreti sa le suportati. Veti configura importanta comenzii in pasul urmator.";S;merchant;T;N
"Your campaign was succesfuly defined";"Campania dvs. a fost definita cu succes";S;merchant;T;N
"If you don't save the campaign, all the data you entered in this wizard will be lost";"Daca nu salvati campania, toate datele pe care le-ati introdus in acest wizard vor fi pierdute";S;merchant;T;N
"Campaign wizard will help you create new campaign";"Expertul in campanii va va ajuta sa creati o campanie noua";S;merchant;T;N
"Tracking clicks (referrals)";"clicuri de urmarire (referinte)";S;merchant;T;N
"What is it";"Ce este";S;merchant;T;N
"Where to put it";"In cazul in care il puneti";S;merchant;T;N
"Copy & paste this JavaScript code to your page";"Cpiati acest cod JavaScript in pagina dvs.";S;merchant;T;N
"Type:";"Tip:";S;merchant;T;N
"Commission:";"Comisie:";S;merchant;T;N
"2nd tier commission:";"Al doilea nivel al comenzii";S;merchant;T;N
"3rd tier commission:";"Al treilea nivel al comenzii";S;merchant;T;N
"4th tier commission:";"Al patrulea nivel al comenzii";S;merchant;T;N
"5th tier commission:";"Al cincilea nivel al comenzii";S;merchant;T;N
"Default currency";"Moneda curenta";S;merchant;T;N
"Date format";"Formatarea datelor";B;;T;N
"Language";"Limba";B;;T;N
"Cookies privacy policy";"Politica de confidentialitate a cookie-urilor";S;merchant;T;N
"Tracking related settings";"Setarile legate de urmarire";S;merchant;T;N
"URL status";"Statusul URL-ului";S;merchant;T;N
"Email notifications for merchant";"Notificarile e-mail-ului pentru comerciant";S;merchant;T;N
"Email notifications for affiliate";"Notificarile e-mail-ului pentru afiliat";S;merchant;T;N
"Build export";"Construit pentru export";S;merchant;T;N
"Recognize multiple repeating clicks that come from the same IP address within";"Recunoaste mai multe clicuri repetate care provin de la aceeasi adresa de IP in cadrul";S;merchant;T;N
"seconds.";"secunde.";S;merchant;T;N
"What to do with these clicks";"Ce sa faci cu aceste clicuri";S;merchant;T;N
"Recognize  duplicate orders comming from same IP address within";"Recunoaste multiplele comenzi care provin de la aceeasi adresa de IP in cadrul";S;merchant;T;N
"What to do with these orders";"Ce sa faci cu aceste ordine";S;merchant;T;N
"Recognize duplicate orders comming with the same order ID within";"Recunoaste comenzile duplicat care vin cu aceeasi identitate in termen de";S;merchant;T;N
"hours from initial sale.";"ore de la vanzarea initiala.";S;merchant;T;N
"Apply also to empty OrderIDs.";"Aplica de asemenea OrderIDs";S;merchant;T;N
"SEO Links settings";"Setarile pentru Link-urile SEO ";S;merchant;T;N
".htaccess code";"Codul htaccess";B;;T;N
"Import source";"Sursa de import";S;merchant;T;N
"Log level";"Inregistrarea nivelului";S;merchant;T;N
"Debug";"Depanare";B;;T;N
"Special debug settings";"Setari speciale de depanare";S;merchant;T;N
"Types of actions to log";"Tipuri de actiuni pentru a va conecta";S;merchant;T;N
"ParameterNamesDescription";"Configurarea numelor de parametri URL care apar in link-urile afiliate";B;merchant;T;N
"Payout statistics (all time)";"Statistica platilor (tot timpul)";B;merchant;T;N
"Payout statistics this month";"Statistica platilor in aceasta luna";B;merchant;T;N
"Minimum payout balances";"Suma minima de plata a soldurilor";B;merchant;T;N
"Invoicing settings";"Setarile facturilor";S;merchant;T;N
"Payout invoice";"Plata facturii";B;merchant;T;N
"Default payout method for affiliates";"Metoda curenta de plata pentru afiliati";S;merchant;T;N
"Default payout method";"Metoda curenta de plata";S;merchant;T;N
"Payout option details";"Detaliile optiunii de plata";S;merchant;T;N
"Notes about this payment";"Note despre aceasta plata";S;merchant;T;N
"Affiliate note (visible to affiliate)";"Nota pentru afiliati (vizibil pentru afiliat)";S;merchant;T;N
"Payout information email";"E--mail cu informatia despre plata";S;merchant;T;N
"Send email to affiliate(s) about this payment";"Trimite un email afiliatului despre aceasta plata";B;merchant;T;N
"Show affiliates";"Arata afiliatii";S;merchant;T;N
"Street";"Strada";B;merchant;T;N
"City";"Oras";B;;T;N
"Country";"Tara";B;;T;N
"Affiliate payment note";"Nota de plata a afiliatilor";B;merchant;T;N
"Send email to affiliate about this payment";"Trimite un email afiliat despre aceasta plata";S;merchant;T;N
"Email template";"Sablon de email";B;merchant;T;N
"Tasks waiting for your approval:";"Sarcini asteapta aprobarea dvs.:";S;merchant;T;N
"DirectLink URLs";"DirectLink URL-uri";B;;T;N
"of total sales value";"din valoarea totala a vanzarilor";S;merchant;T;N
"Unsent emails";"Emailuri netrimise";S;merchant;T;N
"Recipients";"Destinatarii";B;;T;N
"URLs";"URL-uri";S;merchant;T;N
"Tracking";"Urmarire";B;;T;N
"Affiliate linking method";"Metoda linkurilor de afiliere";S;merchant;T;N
"Will be done later";"Se va face mai tarziu";S;merchant;T;N
"Transaction statistics";"Statistica tranzactiilor";B;merchant;T;N
"Transaction statistics this month";"Statistica de tranzactie in aceasta luna";B;merchant;T;N
"Mandatory fields";"Campuri obligatorii";S;merchant;T;N
"Visible only to merchant";"Vizibil doar pentru comerciant";S;merchant;T;N
"Visible also to affiliate";"Vizibil pentru afiliat";S;merchant;T;N
"GeneralTrackingInformation";"Informatii generale de urmarire";S;merchant;T;N
"FirstClickTitle";"Primul clic";S;merchant;T;N
"LastClickTitle";"Ultimul Clic";S;merchant;T;N
"If you don't see some of your orders here, it is possible that they are not tracked properly. Try to solve it with";"Daca nu se vad unele din comenzile tale aici, este posibil ca acestea sa nu fie urmarite in mod corespunzator. Incercati s rezolvati cu";B;merchant;T;N
"To pay the commissions click on";"Pentru a plati comisioane faceti clic pe";B;merchant;T;N
"Troubleshooting";"Rezolvarea problemelor";B;merchant;T;N
"1. Check if you have your tracking codes on place";"1. Verificati daca aveti codurile de urmarire";S;merchant;T;N
"Tracking codes seem to be in place and correct, yet the clicks or sales are still not tracked";"codurile de urmarire par a fi bine amplasate si corecte, dar clicurile sau vanzarile nu sunt inca urmarite";S;merchant;T;N
"2. Turn on debugging";"2. Porniti depanare";S;merchant;T;N
"3. Make test click or sale";"3. Faceti clic de testare sau de vanzare";S;merchant;T;N
"3. Check Event log for the logged actions";"3. Verificati jurnalul de evenimente pentru actiunile de logare";S;merchant;T;N
"VAT settings";"Setarile de TVA";S;merchant;T;N
"Payout invoice - VAT version";"Plata facturii - Versiunea cu TVA";B;merchant;T;N
"Additional info";"Informatii suplimentare";B;;T;N
"Here you can add any UWA compatible gadget from google or netvibes or RSS feed not listed in our library. To add gadget, define name and input URL to gadget definition file.";"Aici puteti adauga orice gadget compatibil UWA de la Google, netvibes sau RSS feed care nu figureaza in biblioteca noastra. Pentru a adauga gadgetul, defineste numele si URL-ul fisierului.";S;;T;N
"Edit available values";"Editati valorile disponibile";B;;T;N
"Values are newline separated";"Valorile sunt separate de linie noua";S;;T;N
"Banner or link not selected, please select first.";"Bannerul sau link-ul selectat, va rugam sa selectati mai intai.";S;merchant;T;N
"First data line";"Prima linie de date";S;;T;N
"Second data line";"A doua linie de date";S;;T;N
"from";"de la";B;;T;N
"to";"pentru";B;;T;N
"Filter Info";"Informatia filtrului";S;;T;N
"Search:";"Cauta:";S;;T;N
"Netvibes";"Netvibes";S;;N;N
"Google";"Google";S;;N;N
"No data loaded";"Nu exista date incarcate";S;;T;N
"Select";"Selecta";S;;T;N
"Upload image";"Incarcati imaginea";S;;T;N
"File on the Internet (enter image URL)";"Fisierul de pe Internet (introduceti URL-ul imaginii)";S;;T;N
