source;translation;type;module;status;customer
"%s row(s) successfully deleted";"%s строк успешно удалено";S;merchant;T;N
"Active view changed";"Активный вид изменен";S;;T;N
"Error while changing active view";"Ошибка при изменении активного вида";S;;T;N
"View does not exist";"Вид не существует";S;;T;N
"Default view can not be modified";"Вид по умолчанию не может быть изменен";S;;T;N
"Error while saving view ";"Ошибка при сохранении вида ";S;;T;N
"Default view can not be deleted";"Вид по умолчанию не может быть удален";S;;T;N
"Error while deltting view";"Ошибка при удалении вида";S;;T;N
"View deleted";"Просмотр удаленных";S;;T;N
"View %s saved";"Просмотр %s сохраненных";S;;T;N
"Recommended";"Рекомендовано";S;;T;N
"Current";"Текущий";S;;T;N
"Choose Language";"Выберите язык";S;;T;N
"Note: If you need multilanguage support, you can add additional languages once application will be installed.";"Примечание: Если Вам нужно несколько языков, Вы можете добавить дополнительные языки после установки программы.";S;;T;N
"Advanced Functionality";"Расширенные функциональные возможности";B;affiliate;T;N
"Selected theme";"Выбранная тема";S;;T;N
"Other themes";"Другие темы";S;;T;N
"No data or nothing matches your search";"Нет данных или ничего не найдено по Вашему поисковому запросу";S;;T;N
"Real list should look like this:";"Настоящий список должен выглядеть так:";S;;T;N
"Affiliate Link Protector/Cloaker";"Защита и маскировка партнерских ссылок";B;affiliate;T;N
"AffLinkProtectorInnerDescription";"Вы можете защитить свои партнерские ссылки при помощи функции Защита и маскировка ссылок


Например, вместо стандартной партнерской ссылки: http://www.merchantsite.com/?a_aid=12345 

Вы получите: http://www.yourdomain.com/myredir.html";S;affiliate;T;N
"Generate Cloaked File";"Сгенерировать замаскированный файл";S;affiliate;T;N
"URL to protect / cloak";"Защитить / замаскировать следующий URL-адрес";S;affiliate;T;N
"Redirection type";"Тип перенаправления";S;affiliate;T;N
"AffLinkProtectorHowToUse";"Для того, чтобы ее использовать, выполните следующие шаги:<br/>
1. Введите URL-адрес, который хотите защитить<br/>
2. Выберите желаемый тип редиректа<br/>
3. Нажмите Генерировать<br/><br/>
После этого Вам будет предложено скачать веб-страницу. Сохраните ее себе на компьютер.
После этого закачайте ее на свой сайт.
Теперь вместо обычной партнерской ссылки Вы сможете указывать свою закачанную страницу, и никто не сможет удалить Ваш партнерский ID";S;affiliate;T;N
"Target: ";"Объект: ";S;affiliate;T;N
"Custom";"Пользовательский";S;;T;N
"You can contact us directly using this contact form";"Вы можете  связаться с нами, воспользовавшись этой контактной формой";S;affiliate;T;N
"Direct Linking";"Прямые ссылки";S;affiliate;T;N
"DirectLinkingDescription";"Прямые ссылки - это мощная функция, которая позволяет Вам ссылаться на целевую страницу без каких-либо дополнительных параметров в URL-адресе. Вы можете установить URL-адреса прямых ссылок здесь.";S;affiliate;T;N
"Pattern";"Образец";S;affiliate;T;N
"Real url";"Настоящий URL-адрес";S;affiliate;T;N
"Copy and paste the code below to display login form on your web page";"Скопируйте и вставьте находящийся ниже код, чтобы разместить форму для входа в систему на Вашей веб-странице";S;;T;N
"Form preview";"Предварительный просмотр формы";S;;T;N
"Copy and paste the code below to display join form on your web page";"Скопируйте и вставьте находящийся ниже код, чтобы разместить форму регистрации на Вашей веб-странице";S;affiliate;T;N
"Email notifications";"Уведомления по электронной почте";B;affiliate;T;N
"Set up which email notifications you want to receive";"Укажите, какие уведомления Вы хотели бы получать по электронной почте";S;affiliate;T;N
"FinancialOverview";"Финансовый обзор";S;affiliate;T;N
"FinancialOverviewDescription";"";S;affiliate;N;N
"You have";"У Вас ";B;;T;N
"approved unpaid commissions";"одобренные невыплаченные комиссии";S;affiliate;T;N
"and";"и";S;affiliate;T;N
"commissions waiting for approval by merchant";"комиссии, которые ждут одобрения продавцом";S;affiliate;T;N
"Remember me";"Запомнить меня";S;affiliate;T;N
"History of payouts to me";"История выплат мне";S;affiliate;T;N
"Your total balance: ";"Ваш общий баланс: ";S;affiliate;T;N
"Pending commissions: ";"Комиссии, ждущие обработки: ";S;affiliate;T;N
"Payout method and data";"Метод выплат и данные";S;;T;N
"Payout balances";"Суммы к выплате";S;;T;N
"Personal Info";"Личная информация";S;;T;N
"Counts";"Количество";S;;T;N
"Impressions";"Показы";B;;T;N
"Sales";"Продажи";B;;T;N
"SubSignupOverview";"Регистрация новых партнеров";S;affiliate;T;N
"SubSignupOverviewDescription";"Направляйте других партнеров на нашу форму регистрации, используя нижеприведенную ссылку";S;affiliate;T;N
"SubSignupDownloadForms";"Скачать форму регистрации и входа в систему";S;affiliate;T;N
"SubSignupDownloadFormsDescription";"Здесь Вы можете скачать исходный код формы регистрации и входа, которую сможете разместить на своей странице. 
Вы можете разместить код формы регистрации на своей странице, чтобы привлечь новых субпартнеров. Вы также можете разместить форму входа в систему, для того, чтобы Ваши субпартнеры могли войти в панель управления партнеров через Вашу страницу.";S;affiliate;T;N
